datagroup;dataset;scope;DH_alpha1_SARAMax;DH_alpha1_SARAMin;DH_alpha1_SARAMean;DH_alpha2_SARAMean;DH_alpha2_SARAMax;DH_alpha2_SARAMin;DH_alpha3_SARAMax;DH_alpha3_SARAMin;DH_alpha3_SARAMean;DH_alpha4_SARAMax;DH_alpha4_SARAMin;DH_alpha4_SARAMean;DH_alpha5_SARAMean;DH_alpha5_SARAMin;DH_alpha5_SARAMax;DH_d1_SARAMean;DH_d1_SARAMin;DH_d1_SARAMax;DH_d4_SARAMax;DH_d4_SARAMin;DH_d4_SARAMean;DH_d5_SARAMax;DH_d5_SARAMean;DH_d5_SARAMin;DH_r1_SARAMin;DH_r1_SARAMean;DH_r1_SARAMax;DH_r2_SARAMin;DH_r2_SARAMean;DH_r2_SARAMax;DH_r3_SARAMean;DH_r3_SARAMax;DH_r3_SARAMin;DH_r4_SARAMean;DH_r4_SARAMax;DH_r4_SARAMin;DH_r5_SARAMin;DH_r5_SARAMax;DH_r5_SARAMean;Rot0Mean;Rot0Min;Rot0Max;Rot1Mean;Rot1Max;Rot1Min;Rot2Mean;Rot2Max;Rot2Min;Rot3Mean;Rot3Max;Rot3Min;Rot4Min;Rot4Mean;Rot4Max;Rot5Max;Rot5Min;Rot5Mean;TCPUR5eFitXMean;TCPUR5eFitZMean;TCPUR5eFitYMax;TCPUR5eFitZMax;TCPUR5eFitZMin;TCPUR5eFitXMax;TCPUR5eFitXMin;TCPUR5eFitYMean;TCPUR5eFitYMin;TCPPZMean;TCPPXMax;TCPPXMin;TCPPXMean;TCPPYMax;TCPPYMin;TCPPYMean;TCPPZMax;TCPPZMin;TCPQ2Mean;TCPQ1Max;TCPQ1Min;TCPQ0Mean;TCPQ2Min;TCPQ3Mean;TCPQ1Mean;TCPQ0Min;TCPQ2Max;TCPQ3Max;TCPQ0Max;TCPQ3Min;TCPUR5eXMax;TCPUR5eYMean;TCPUR5eXMin;TCPUR5eZMax;TCPUR5eZMin;TCPUR5eXMean;TCPUR5eZMean;TCPUR5eYMax;TCPUR5eYMin;TCPUR5ePXMax;TCPUR5ePZMean;TCPUR5ePYMean;TCPUR5ePZMin;TCPUR5ePZMax;TCPUR5ePYMin;TCPUR5ePYMax;TCPUR5ePXMean;TCPUR5ePXMin;TargetAngle0Max;TargetAngle0Mean;TargetAngle0Min;TargetAngle1Max;TargetAngle1Min;TargetAngle1Mean;TargetAngle2Mean;TargetAngle2Max;TargetAngle2Min;TargetAngle3Max;TargetAngle3Min;TargetAngle3Mean;TargetAngle4Max;TargetAngle4Min;TargetAngle4Mean;TargetAngle5Max;TargetAngle5Mean;TargetAngle5Min;TargetTCPUR5ePXMean;TargetTCPUR5ePYMean;TargetTCPUR5ePZMax;TargetTCPUR5ePZMean;TargetTCPUR5ePZMin;TargetTCPUR5ePYMax;TargetTCPUR5ePYMin;TargetTCPUR5ePXMax;TargetTCPUR5ePXMin;Temperature0Mean;Temperature1Mean;Temperature2Mean;Temperature2Max;Temperature3Mean;Temperature4Mean;Temperature5Mean;TRIAL_INFO/PAYLOAD;TRIAL_INFO/cycle_nr;x diff;y diff;z diff
kirkdefault;20210212C2002_kirkdefaultrpsv3d;0;89.77938555;89.76251396;89.76967497;179.5366294;179.54377;179.5301098;1.02710355;1.01578143;1.02076842;1.02710355;1.01578143;1.02076842;90.38866255;90.3844443;90.39231417;164.6858488;164.6788318;164.6911196;136.3080391;136.2319918;136.2707491;101.6436003;101.6344471;101.6212965;0.36780186;0.38851595;0.41408801;-426.6719027;-426.6590799;-426.6487013;-391.8587253;-391.8384757;-391.8757316;2.43462524;2.44483775;2.42417825;0.0350988;0.05543856;0.04517271;40.35946075;40.35741581;40.36223109;-103.3481877;-103.3432017;-103.3501138;-105.0316542;-105.0295401;-105.0335836;-61.62042469;-61.61784218;-61.62265405;89.99841107;89.99985472;90.00250918;-49.63664125;-49.64073936;-49.63934786;501.5705814;290.4239977;250.8237481;290.4626115;290.4047902;501.6058641;501.5227159;250.7758914;250.7249675;128.7611325;557.884842;557.7860549;557.8369824;-411.2601589;-411.3434745;-411.3081582;128.7995557;128.741946;0.01800069;0.99686215;0.99684282;-0.07721904;0.01777226;0.9969139;0.99685164;-0.07732416;0.01822734;0.9969227;-0.07709699;0.99690652;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.96297;290.8568112;249.1667831;290.8295691;290.9138815;249.146104;249.1964706;500.9522256;500.9303474;0.70442092;0.70442092;0.70442092;-1.8037858;-1.8037858;-1.8037858;-1.8331246;-1.8331246;-1.8331246;-1.075479;-1.075479;-1.075479;1.5707966;1.5707966;1.5707966;-0.86637545;-0.86637545;-0.86637545;500.9552804;249.1807239;290.8566672;290.8566672;290.8566672;249.1807239;249.1807239;500.9552804;500.9552804;30.05539773;31.5;31.55539773;31.5625;37.25;41.0625;42.625;1637;2;0.61835573;1.60910832;-0.43281348
kirkdefault;20210212C2002_kirkdefaultrpsv3d;1;89.90405803;89.89011841;89.89766993;179.6755334;179.6858755;179.6681229;0.87306669;0.85916123;0.86791603;0.87306669;0.85916123;0.86791603;90.30523855;90.21792724;90.31515039;164.7450421;164.7403326;164.7496075;136.204733;136.0055316;136.0822928;101.5222966;101.4988476;101.2942648;0.02145512;0.04303607;0.06520536;-427.0860929;-427.0760488;-427.0670669;-392.327216;-392.3122252;-392.3448682;2.37115997;2.3861054;2.28584782;0.13360259;0.22859883;0.21409684;34.12273322;34.120934;34.12506968;-99.73242975;-99.72975839;-99.73522254;-109.5433371;-109.540197;-109.5456612;-60.72524248;-60.72312838;-60.72863693;89.99841107;89.99992889;90.00114315;-55.87648351;-55.88126464;-55.87908444;501.1379191;290.3265772;178.2823633;290.3531554;290.3010514;501.1823793;501.1004927;178.1992129;178.1168886;128.7803402;485.3434569;485.1780477;485.2603405;-410.8217773;-410.9034497;-410.8591081;128.8069667;128.7545452;0.0185958;0.99669912;0.99668187;-0.07912456;0.01845563;0.99673376;0.99669127;-0.0792574;0.01877139;0.99674062;-0.07902429;0.99672396;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.8364877;290.8305125;176.9448353;290.8004619;290.8545498;176.920863;176.9723413;500.8167295;500.8023897;0.59553015;0.59553015;0.59553015;-1.7406464;-1.7406464;-1.7406464;-1.9118857;-1.9118857;-1.9118857;-1.0598569;-1.0598569;-1.0598569;1.5707964;1.5707964;1.5707964;-0.97526598;-0.97526598;-0.97526598;500.8209018;176.933689;290.8389289;290.8389289;290.8389289;176.933689;176.933689;500.8209018;500.8209018;30.0625;31.5;31.5625;31.5625;37.25;41.0625;42.5875;1637;2;0.32118959;1.25437761;-0.50393526
kirkdefault;20210212C2002_kirkdefaultrpsv3d;2;89.7869235;89.77197509;89.77906538;179.745018;179.7521631;179.739856;0.7619376;0.75367002;0.75778607;0.7619376;0.75367002;0.75778607;90.43394215;90.42889484;90.43875321;164.5322418;164.5282253;164.5380438;136.0165345;135.9638907;135.9862841;101.3041637;101.2967022;101.2862373;0.00073628;0.01738468;0.03461033;-426.9372668;-426.9266346;-426.9134837;-392.2665049;-392.2434726;-392.286625;1.64107727;1.65099304;1.62957525;0.43995038;0.45324782;0.44505312;27.04144603;27.03892941;27.04442942;-97.17742412;-97.17524032;-97.18067715;-112.5651734;-112.5624738;-112.5679925;-60.25757523;-60.25553704;-60.26033184;89.99772805;90.00019623;90.00250918;-62.95671224;-62.96154802;-62.95832479;500.6021483;290.1097491;105.7783528;290.1190461;290.0930846;500.619696;500.5889497;105.7396831;105.6998477;128.6795467;412.8393371;412.7608462;412.8006756;-410.2942157;-410.3249918;-410.3074445;128.6888794;128.6629348;0.01730123;0.99679878;0.99678383;-0.07817092;0.01718062;0.99679635;0.99678983;-0.07823176;0.0174187;0.99680542;-0.07805162;0.99679115;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.705958;290.8246698;104.6724424;290.7919418;290.8489416;104.6468407;104.6991245;500.6924534;500.6739847;0.47196126;0.47196126;0.47196126;-1.696054;-1.696054;-1.696054;-1.9646406;-1.9646406;-1.9646406;-1.0516944;-1.0516944;-1.0516944;1.5707966;1.5707966;1.5707966;-1.098835;-1.098835;-1.098835;500.6891967;104.6698807;290.827073;290.827073;290.827073;104.6698807;104.6698807;500.6891967;500.6891967;30.0625;31.45738636;31.5625;31.5625;37.25;41.0625;42.5625;1637;2;-0.09030512;1.06724062;-0.71492075
kirkdefault;20210212C2002_kirkdefaultrpsv3d;3;89.85887484;89.83705101;89.84684904;179.6974493;179.7056588;179.6861396;0.62099524;0.6098789;0.61409457;0.62099524;0.6098789;0.61409457;90.2515869;90.23488921;90.25807248;164.502204;164.4986364;164.5070254;135.1900528;135.1277222;135.158758;100.7521897;100.7387884;100.698862;0.0785979;0.10917454;0.13901465;-427.0949932;-427.0857546;-427.071517;-391.892051;-391.8523762;-391.91305;0.95347449;0.96696031;0.92878834;0.35505586;0.38574689;0.37380313;19.24194518;19.2389251;19.24441828;-95.8691333;-95.86586574;-95.87269593;-114.0588535;-114.0562634;-114.0617822;-60.0717239;-60.06875869;-60.07356714;89.99841107;90.00030835;90.00250918;-70.75583205;-70.76132352;-70.75883187;500.1946513;290.1434204;33.16763497;290.1740178;290.1131819;500.2157242;500.172076;33.12834441;33.08902037;128.83;340.228824;340.1502193;340.1895819;-409.8605788;-409.9042064;-409.8830385;128.8606086;128.7996939;0.01563773;0.99674508;0.99672798;-0.0791774;0.01553689;0.99669164;0.99673788;-0.07930763;0.01577253;0.99669785;-0.07910617;0.99668185;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.5741195;290.8213207;32.39883501;290.7791876;290.8691482;32.36798213;32.42054873;500.5599522;500.5445014;0.33582282;0.33582282;0.33582282;-1.6732202;-1.6732202;-1.6732202;-1.9907146;-1.9907146;-1.9907146;-1.0484543;-1.0484543;-1.0484543;1.5707964;1.5707964;1.5707964;-1.2349734;-1.2349734;-1.2349734;500.555278;32.39026915;290.8212375;290.8212375;290.8212375;32.39026915;32.39026915;500.555278;500.555278;30.0625;31.5;31.5625;31.5625;37.25;41.01527778;42.5625;1637;2;-0.36530084;0.7295094;-0.67790033
kirkdefault;20210212C2002_kirkdefaultrpsv3d;4;89.78466419;89.77099893;89.77833622;179.653732;179.6574629;179.6467516;0.79373902;0.78429966;0.78859497;0.79373902;0.78429966;0.78859497;90.26476533;90.26131813;90.27001697;164.4748952;164.4708271;164.4803757;136.4415827;136.378222;136.4153634;100.2034902;100.193839;100.1861107;0.14211181;0.16968105;0.20367301;-426.8050785;-426.7905195;-426.7788556;-392.0485815;-392.0315524;-392.0658573;0.83885704;0.84798325;0.83008593;0.17239981;0.18572327;0.17798401;10.96809312;10.96467343;10.97017173;-95.9214823;-95.9185948;-95.92408627;-114.0007343;-113.9986166;-114.0034251;-60.07895753;-60.07631288;-60.08250103;89.99841107;90.00018692;90.00182616;-79.02989589;-79.03538736;-79.03274089;499.6415889;289.9829447;-39.39423422;290.0041887;289.9635759;499.6712329;499.6141447;-39.42510209;-39.46673017;128.785644;267.6669259;267.5945064;267.6360963;-409.2863426;-409.3435679;-409.3138412;128.806895;128.7663411;0.01982886;0.9967115;0.99669764;-0.07865557;0.01971193;0.99677116;0.99670463;-0.07874013;0.01993936;0.9967773;-0.07857729;0.99676465;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.4225715;290.812815;-39.89507766;290.7915549;290.8525888;-39.9136692;-39.87724717;500.4091843;500.3943374;0.19141459;0.19141459;0.19141459;-1.6741462;-1.6741462;-1.6741462;-1.9896693;-1.9896693;-1.9896693;-1.0485735;-1.0485735;-1.0485735;1.5707964;1.5707964;1.5707964;-1.3793817;-1.3793817;-1.3793817;500.4136754;-39.90240585;290.8216109;290.8216109;290.8216109;-39.90240585;-39.90240585;500.4136754;500.4136754;30.0625;31.5;31.50416667;31.5625;37.25;41.05694444;42.5625;1637;2;-0.76759543;0.46997557;-0.82987027
kirkdefault;20210212C2002_kirkdefaultrpsv3d;5;89.79388168;89.78099946;89.78680332;179.6164649;179.6226911;179.6089047;0.90721425;0.89505097;0.90170584;0.90721425;0.89505097;0.90170584;91.02483894;91.01550201;91.04057248;164.4053349;164.3988113;164.4099508;136.7834228;136.583458;136.6587801;101.4300842;101.3924263;101.3732554;0.03182967;0.05848761;0.08075407;-426.9101629;-426.899905;-426.8825649;-391.8683574;-391.8468424;-391.8916906;2.44606761;2.48280684;2.42364506;0.82105843;0.94599968;0.85871028;2.55639366;2.55284254;2.559026;-97.33040158;-97.32861905;-97.3334275;-112.388126;-112.3853806;-112.3901891;-60.28284566;-60.28024867;-60.28574014;89.99772805;90.00008067;90.00182616;-87.44157438;-87.44706585;-87.44386993;499.0919057;289.7556436;-111.8984513;289.7686682;289.743206;499.1140867;499.066259;-111.934474;-111.9871798;128.6744044;195.1625734;195.0738847;195.1265755;-408.7226021;-408.7705187;-408.7482949;128.6873763;128.6619845;0.02165436;0.99664517;0.99663106;-0.07902352;0.02151479;0.99669236;0.99663753;-0.07911208;0.02178757;0.99669988;-0.07892;0.99668555;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.2662675;290.8230927;-112.2048561;290.793697;290.8498891;-112.2376252;-112.1839472;500.2510643;500.2306621;0.04462051;0.04462051;0.04462051;-1.6987462;-1.6987462;-1.6987462;-1.9615245;-1.9615245;-1.9615245;-1.0521183;-1.0521183;-1.0521183;1.570796;1.570796;1.570796;-1.526176;-1.526176;-1.526176;500.2595724;-112.2037925;290.827667;290.827667;290.827667;-112.2037925;-112.2037925;500.2595724;500.2595724;30.0625;31.4375;31.5;31.5;37.25;41;42.5625;1637;2;-1.15915851;0.27038218;-1.06744913
kirkdefault;20210212C2002_kirkdefaultrpsv3d;6;89.80415839;89.79103102;89.79837353;179.6185652;179.6251901;179.6122834;0.92793129;0.91428988;0.91791775;0.92793129;0.91428988;0.91791775;90.97044759;90.85348544;91.15431534;164.3574427;164.353531;164.3623706;137.3854655;137.1183751;137.2215552;102.4841252;102.0478664;101.7696602;0.41658347;0.43623292;0.4562432;-426.5235568;-426.5123688;-426.4899815;-391.6228187;-391.5469651;-391.6544402;2.44058006;2.83503092;2.16197267;1.17056733;1.52852856;1.28184223;-5.64006878;-5.64249122;-5.63768276;-99.97331747;-99.9703723;-99.97651947;-109.2493044;-109.246936;-109.2517445;-60.77755019;-60.7753281;-60.78012289;89.99772805;89.99979229;90.00182616;-95.63761014;-95.64446765;-95.64003926;498.5666025;289.6312862;-184.5416452;289.6511363;289.6163666;498.5853726;498.5493829;-184.5825823;-184.6245179;128.6664293;122.5194183;122.4365701;122.4784808;-408.1893941;-408.2254462;-408.2066934;128.6862391;128.6515558;0.01886006;0.99666036;0.99664212;-0.07956879;0.01874791;0.99662178;0.99665094;-0.07969181;0.01899552;0.99663009;-0.07945398;0.99661247;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;500.1025135;290.8439863;-184.5061712;290.8047653;290.8837339;-184.5301414;-184.4821109;500.0827723;500.068705;-0.09844208;-0.09844208;-0.09844208;-1.744885;-1.744885;-1.744885;-1.9067464;-1.9067464;-1.9067464;-1.0607576;-1.0607576;-1.0607576;1.5707948;1.5707948;1.5707948;-1.6692381;-1.6692381;-1.6692381;500.089747;-184.5088968;290.840044;290.840044;290.840044;-184.5088968;-184.5088968;500.089747;500.089747;30.0625;31.47916667;31.56111111;31.5625;37.25;41;42.5625;1637;2;-1.51616986;-0.07641116;-1.21270003
kirkdefault;20210212C2002_kirkdefaultrpsv3d;7;89.84197178;89.82719939;89.83246457;179.6255795;179.6302293;179.6215791;0.90186356;0.84848948;0.88247507;0.90186356;0.84848948;0.88247507;90.79066526;90.72472396;90.84168568;164.3989743;164.394662;164.4024935;138.1906534;137.7724192;138.0310826;101.5726672;101.4651533;101.3232357;0.38559271;0.39698445;0.41035266;-426.3005445;-426.2912549;-426.2799634;-391.6075653;-391.5452747;-391.6640166;1.93783408;2.05842359;1.7811274;0.78847655;0.9317507;0.85871207;-13.33875748;-13.34085207;-13.33675396;-103.6647554;-103.6622808;-103.6677723;-104.6238973;-104.6214226;-104.6269414;-61.7119346;-61.70987556;-61.71468402;89.99841107;89.99980746;90.00250918;-103.3369545;-103.3431564;-103.3388312;498.2006697;289.735458;-257.1246846;289.7455315;289.7202825;498.2131567;498.1892926;-257.1581829;-257.1916292;128.8874868;49.93673232;49.86979647;49.90323072;-407.812195;-407.8360551;-407.8235836;128.8975984;128.8722976;0.01565109;0.99673899;0.99672052;-0.07930368;0.01544622;0.99666309;0.99672763;-0.07940795;0.01578613;0.99667575;-0.07915418;0.99665421;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;499.9125252;290.8595181;-256.8084843;290.8185289;290.8874649;-256.828763;-256.78885;499.8957691;499.8834794;-0.2328105;-0.2328105;-0.2328105;-1.8093095;-1.8093095;-1.8093095;-1.8260121;-1.8260121;-1.8260121;-1.0770674;-1.0770674;-1.0770674;1.570797;1.570797;1.570797;-1.8036065;-1.8036065;-1.8036065;499.902948;-256.8124463;290.8584639;290.8584639;290.8584639;-256.8124463;-256.8124463;499.902948;499.902948;30.07638889;31.4375;31.5625;31.5625;37.25;41;42.5625;1637;2;-1.69509935;-0.34969866;-1.12406009
kirkdefault;20210212C2002_kirkdefaultrpsv3d;8;89.87801672;89.86875721;89.87292356;179.6288899;179.6345031;179.6231584;0.89718566;0.88858988;0.89234741;0.89718566;0.88858988;0.89234741;91.02311149;91.01934615;91.02578373;164.5607823;164.5570608;164.5645775;137.4850272;137.4096365;137.4429391;102.015812;102.0066945;101.9980163;0.44853944;0.46909308;0.48201005;-426.139143;-426.1310495;-426.1180484;-391.3313934;-391.3140864;-391.3485211;2.45675701;2.4638659;2.44717504;0.3388487;0.35500811;0.34830678;-20.36290933;-20.36561967;-20.36081122;-108.2225789;-108.2200114;-108.2248198;-98.53660578;-98.53397553;-98.53878399;-63.24135769;-63.23904564;-63.24453711;89.99772805;90.00002548;90.00182616;-110.3613397;-110.3654651;-110.3632484;497.7174862;289.6785876;-329.6463407;289.691294;289.663494;497.7350911;497.700685;-329.6950622;-329.751001;128.9469817;-22.58480848;-22.68946367;-22.63353442;-407.3071139;-407.3414275;-407.3238631;128.9596914;128.9318736;0.0189005;0.99672497;0.99670346;-0.07876153;0.01873866;0.99673014;0.99671429;-0.07889925;0.01903316;0.9967392;-0.07865124;0.99672192;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000; ; ;-17976931348623157000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000;499.7115168;290.8823359;-329.1013767;290.8536213;290.9323882;-329.1217178;-329.0820523;499.6935057;499.6765309;-0.35541058;-0.35541058;-0.35541058;-1.8888612;-1.8888612;-1.8888612;-1.7197633;-1.7197633;-1.7197633;-1.1037645;-1.1037645;-1.1037645;1.5707954;1.5707954;1.5707954;-1.9262066;-1.9262066;-1.9262066;499.6993067;-329.109712;290.8823715;290.8823715;290.8823715;-329.109712;-329.109712;499.6993067;499.6993067;30.0625;31.46590909;31.5625;31.5625;37.25;41;42.625;1637;2;-1.97601948;-0.59368552;-1.20374823
