"datagroup"	"dataset"	"subjectid"	"sessionid"	"scope type"	"scope"	"BASEXMax"	"BASEXMin"	"BASEXMean"	"BASEZMean"	"BASEYMax"	"BASEYMin"	"BASEYMean"	"BASEZMax"	"BASEZMin"	"BASEQ2Mean"	"BASEQ3Max"	"BASEQ0Mean"	"BASEQ0Min"	"BASEQ3Mean"	"BASEQ0Max"	"BASEQ3Min"	"BASEQ1Mean"	"BASEQ2Min"	"BASEQ2Max"	"BASEQ1Min"	"BASEQ1Max"	"DH_alpha1_SARAMax"	"DH_alpha1_SARAMin"	"DH_alpha1_SARAMean"	"DH_alpha2_SARAMean"	"DH_alpha2_SARAMax"	"DH_alpha2_SARAMin"	"DH_alpha3_SARAMax"	"DH_alpha3_SARAMin"	"DH_alpha3_SARAMean"	"DH_alpha4_SARAMax"	"DH_alpha4_SARAMin"	"DH_alpha4_SARAMean"	"DH_alpha5_SARAMean"	"DH_alpha5_SARAMin"	"DH_alpha5_SARAMax"	"DH_d1_SARAMean"	"DH_d1_SARAMin"	"DH_d1_SARAMax"	"DH_d4_SARAMax"	"DH_d4_SARAMin"	"DH_d4_SARAMean"	"DH_d5_SARAMax"	"DH_d5_SARAMean"	"DH_d5_SARAMin"	"DH_r1_SARAMin"	"DH_r1_SARAMean"	"DH_r1_SARAMax"	"DH_r2_SARAMin"	"DH_r2_SARAMean"	"DH_r2_SARAMax"	"DH_r3_SARAMean"	"DH_r3_SARAMax"	"DH_r3_SARAMin"	"DH_r4_SARAMean"	"DH_r4_SARAMax"	"DH_r4_SARAMin"	"DH_r5_SARAMin"	"DH_r5_SARAMax"	"DH_r5_SARAMean"	"Rot0Mean"	"Rot0Min"	"Rot0Max"	"Rot1Mean"	"Rot1Max"	"Rot1Min"	"Rot2Mean"	"Rot2Min"	"Rot2Max"	"Rot3Max"	"Rot3Mean"	"Rot3Min"	"Rot4Min"	"Rot4Max"	"Rot4Mean"	"Rot5Max"	"Rot5Min"	"Rot5Mean"	"TCPUR5eFitXMean"	"TCPUR5eFitZMean"	"TCPUR5eFitYMax"	"TCPUR5eFitZMax"	"TCPUR5eFitZMin"	"TCPUR5eFitXMax"	"TCPUR5eFitXMin"	"TCPUR5eFitYMean"	"TCPUR5eFitYMin"	"TCPPZMean"	"TCPPXMax"	"TCPPXMin"	"TCPPXMean"	"TCPPYMax"	"TCPPYMin"	"TCPPYMean"	"TCPPZMax"	"TCPPZMin"	"TCPQ2Mean"	"TCPQ1Max"	"TCPQ1Min"	"TCPQ0Mean"	"TCPQ2Min"	"TCPQ3Mean"	"TCPQ1Mean"	"TCPQ0Min"	"TCPQ2Max"	"TCPQ3Max"	"TCPQ0Max"	"TCPQ3Min"	"TCPUR5eXMax"	"TCPUR5eYMean"	"TCPUR5eXMin"	"TCPUR5eZMax"	"TCPUR5eZMin"	"TCPUR5eXMean"	"TCPUR5eZMean"	"TCPUR5eYMax"	"TCPUR5eYMin"	"TCPUR5ePZMax"	"TCPUR5ePXMax"	"TCPUR5ePZMean"	"TCPUR5ePYMean"	"TCPUR5ePYMin"	"TCPUR5ePYMax"	"TCPUR5ePXMean"	"TCPUR5ePXMin"	"TCPUR5ePZMin"	"Temperature0Mean"	"Temperature0Min"	"Temperature0Max"	"Temperature1Max"	"Temperature1Mean"	"Temperature1Min"	"Temperature2Min"	"Temperature2Mean"	"Temperature2Max"	"Temperature3Max"	"Temperature3Min"	"Temperature3Mean"	"Temperature4Min"	"Temperature4Max"	"Temperature4Mean"	"Temperature5Mean"	"Temperature5Max"	"Temperature5Min"	"TRIAL_INFO/cycle_nr"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"10"	"600.58"	"600.56"	"600.58"	"275.59"	"344.94"	"344.93"	"344.94"	"275.59"	"275.59"	"-0"	"0.68"	"-0.73"	"-0.73"	"0.68"	"-0.73"	"0.68"	"-0.68"	"-0"	"-0"	"-0.68"	"-0.68"	"-0.87"	"-0.88"	"-0.88"	"90.03"	"90.03"	"90.03"	"0.25"	"0.24"	"0.24"	"0.66"	"0.65"	"0.66"	"90.99"	"90.97"	"91"	"197.05"	"196.98"	"197.09"	"1538.43"	"1536.63"	"1537.86"	"75.64"	"75.47"	"75.41"	"221.16"	"222.06"	"224.18"	"-436.95"	"-436.91"	"-436.89"	"-376.12"	"-375.68"	"-376.29"	"19.39"	"19.53"	"19.16"	"23.57"	"23.62"	"23.59"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.24"	"486.91"	"-402.31"	"486.91"	"486.9"	"435.25"	"435.23"	"-402.31"	"-402.31"	"517.98"	"1065.11"	"1065.09"	"1065.1"	"-44.08"	"-44.09"	"-44.08"	"517.98"	"517.98"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"462.07"	"-397.33"	"462.05"	"485.62"	"485.61"	"462.05"	"485.62"	"-397.33"	"-397.34"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"11"	"600.21"	"600.2"	"600.2"	"275.6"	"344.77"	"344.76"	"344.77"	"275.6"	"275.6"	"-0"	"0.62"	"-0.78"	"-0.78"	"0.62"	"-0.78"	"0.62"	"-0.62"	"-0"	"-0"	"-0.62"	"-0.62"	"-0.87"	"-0.88"	"-0.88"	"90.02"	"90.02"	"90.02"	"0.43"	"0.43"	"0.43"	"0.69"	"0.68"	"0.69"	"91.1"	"91.09"	"91.11"	"196.85"	"196.84"	"196.87"	"1520.29"	"1518.75"	"1519.21"	"76.25"	"76.17"	"75.97"	"322.28"	"323.94"	"324.64"	"-438.4"	"-438.33"	"-438.17"	"-375.82"	"-375.47"	"-375.98"	"20.02"	"20.15"	"19.96"	"23.04"	"23.07"	"23.05"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.15"	"486.98"	"-329.85"	"486.98"	"486.95"	"435.16"	"435.15"	"-329.86"	"-329.89"	"517.78"	"1062.19"	"1062.19"	"1062.19"	"28.32"	"28.28"	"28.31"	"517.78"	"517.75"	"0.74"	"-0.46"	"-0.46"	"0.49"	"0.74"	"-0.34"	"-0.46"	"0.49"	"0.74"	"-0.34"	"0.49"	"-0.34"	"461.96"	"-324.88"	"461.95"	"485.43"	"485.4"	"461.95"	"485.42"	"-324.87"	"-324.91"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"12"	"599.87"	"599.86"	"599.87"	"275.65"	"344.44"	"344.43"	"344.43"	"275.65"	"275.65"	"-0.01"	"0.55"	"-0.84"	"-0.84"	"0.54"	"-0.84"	"0.54"	"-0.54"	"-0.01"	"-0.01"	"-0.55"	"-0.54"	"-0.87"	"-0.87"	"-0.87"	"90.03"	"90.03"	"90.03"	"1.12"	"0.94"	"1.06"	"1.56"	"1.4"	"1.52"	"90.99"	"90.98"	"90.99"	"197.16"	"197.15"	"197.17"	"1486.72"	"1485.3"	"1485.73"	"76.01"	"75.93"	"75.75"	"452.72"	"454.72"	"455.59"	"-426.8"	"-425.01"	"-424.25"	"-353.07"	"-351.75"	"-356.26"	"19.83"	"20.04"	"19.74"	"23.23"	"23.23"	"23.23"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.35"	"487.15"	"-257.11"	"487.16"	"487.14"	"435.36"	"435.35"	"-257.12"	"-257.15"	"517.69"	"1059.56"	"1059.55"	"1059.55"	"101.01"	"100.97"	"101"	"517.69"	"517.67"	"0.75"	"-0.46"	"-0.46"	"0.49"	"0.75"	"-0.34"	"-0.46"	"0.49"	"0.75"	"-0.34"	"0.49"	"-0.34"	"462.14"	"-252.14"	"462.14"	"485.35"	"485.33"	"462.14"	"485.34"	"-252.13"	"-252.17"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"13"	"599.53"	"599.53"	"599.53"	"275.68"	"344.06"	"344.04"	"344.05"	"275.68"	"275.68"	"-0.01"	"0.45"	"-0.89"	"-0.89"	"0.45"	"-0.89"	"0.45"	"-0.45"	"-0.01"	"-0.01"	"-0.45"	"-0.45"	"-0.87"	"-0.87"	"-0.87"	"89.98"	"89.98"	"89.98"	"0.37"	"0.36"	"0.37"	"0.78"	"0.77"	"0.77"	"91.04"	"91.04"	"91.04"	"196.1"	"196.07"	"196.12"	"1425.32"	"1422.53"	"1423.36"	"75.24"	"75.18"	"75.13"	"598.62"	"600.88"	"601.84"	"-440.83"	"-440.76"	"-440.58"	"-376.24"	"-375.91"	"-376.37"	"19.96"	"20.2"	"19.86"	"23.52"	"23.79"	"23.71"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.32"	"487.22"	"-184.64"	"487.22"	"487.19"	"435.33"	"435.32"	"-184.65"	"-184.67"	"517.48"	"1056.71"	"1056.69"	"1056.7"	"173.43"	"173.39"	"173.42"	"517.49"	"517.46"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.34"	"-0.46"	"0.48"	"0.75"	"-0.34"	"0.48"	"-0.34"	"462.11"	"-179.67"	"462.09"	"485.15"	"485.13"	"462.1"	"485.15"	"-179.66"	"-179.7"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"14"	"599.13"	"599.12"	"599.13"	"275.71"	"343.54"	"343.53"	"343.53"	"275.71"	"275.71"	"-0.01"	"0.32"	"-0.95"	"-0.95"	"0.32"	"-0.95"	"0.32"	"-0.32"	"-0.01"	"-0.01"	"-0.32"	"-0.32"	"-0.87"	"-0.87"	"-0.87"	"89.98"	"89.98"	"89.98"	"0.49"	"0.49"	"0.49"	"1.12"	"1.11"	"1.11"	"90.9"	"90.9"	"90.91"	"196.06"	"196.05"	"196.07"	"1337.07"	"1333.69"	"1334.69"	"74.76"	"74.65"	"74.39"	"763.07"	"765.43"	"766.43"	"-436.57"	"-436.49"	"-436.46"	"-367.2"	"-367.09"	"-367.44"	"20.13"	"20.4"	"20.02"	"23.72"	"23.72"	"23.72"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.38"	"487.26"	"-112.04"	"487.26"	"487.25"	"435.4"	"435.37"	"-112.04"	"-112.06"	"517.25"	"1053.95"	"1053.92"	"1053.93"	"245.97"	"245.95"	"245.97"	"517.26"	"517.24"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"462.16"	"-107.07"	"462.14"	"484.93"	"484.92"	"462.15"	"484.93"	"-107.06"	"-107.09"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"15"	"598.78"	"598.78"	"598.78"	"275.72"	"342.91"	"342.9"	"342.9"	"275.72"	"275.72"	"-0.01"	"0.18"	"-0.98"	"-0.98"	"0.18"	"-0.98"	"0.18"	"-0.18"	"-0.01"	"-0.01"	"-0.18"	"-0.18"	"-0.87"	"-0.87"	"-0.87"	"89.96"	"89.96"	"89.96"	"0.32"	"0.31"	"0.31"	"0.53"	"0.52"	"0.53"	"91.18"	"91.17"	"91.19"	"195.79"	"195.77"	"195.82"	"1206.84"	"1202.56"	"1203.84"	"76.47"	"76.34"	"76.03"	"931.72"	"933.95"	"934.91"	"-439.26"	"-439.18"	"-439"	"-383.72"	"-383.67"	"-383.75"	"19.72"	"20"	"19.61"	"23.39"	"23.39"	"23.39"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.07"	"487.07"	"-39.6"	"487.07"	"487.07"	"435.09"	"435.07"	"-39.61"	"-39.62"	"516.79"	"1050.82"	"1050.8"	"1050.8"	"318.34"	"318.33"	"318.34"	"516.79"	"516.79"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"461.84"	"-34.63"	"461.82"	"484.48"	"484.48"	"461.83"	"484.48"	"-34.63"	"-34.64"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"16"	"598.52"	"598.51"	"598.51"	"275.72"	"342.15"	"342.13"	"342.14"	"275.72"	"275.72"	"-0.01"	"0.01"	"-1"	"-1"	"0.01"	"-1"	"0.01"	"-0.01"	"-0.01"	"-0.01"	"-0.01"	"-0.01"	"-0.87"	"-0.87"	"-0.87"	"89.87"	"89.87"	"89.86"	"0.32"	"0.31"	"0.32"	"0.69"	"0.68"	"0.68"	"90.86"	"90.86"	"90.87"	"194.44"	"194.42"	"194.48"	"1038.97"	"1034.2"	"1035.62"	"75.65"	"75.53"	"75.24"	"1093.01"	"1094.96"	"1095.78"	"-441.05"	"-441.05"	"-441.04"	"-384.76"	"-384.62"	"-385.06"	"19.38"	"19.67"	"19.25"	"23.41"	"23.41"	"23.41"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.04"	"487.34"	"33.03"	"487.35"	"487.33"	"435.05"	"435.02"	"33.02"	"33.02"	"516.79"	"1047.95"	"1047.92"	"1047.94"	"390.91"	"390.91"	"390.91"	"516.8"	"516.79"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"461.79"	"38"	"461.77"	"484.5"	"484.49"	"461.79"	"484.49"	"38"	"38"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"17"	"598.39"	"598.39"	"598.39"	"275.68"	"341.37"	"341.35"	"341.36"	"275.68"	"275.68"	"-0.02"	"-0.16"	"-0.99"	"-0.99"	"-0.16"	"-0.99"	"-0.16"	"0.16"	"-0.02"	"-0.02"	"0.16"	"0.16"	"-0.87"	"-0.87"	"-0.87"	"89.97"	"89.97"	"89.96"	"0.27"	"0.27"	"0.27"	"0.56"	"0.55"	"0.55"	"90.84"	"90.84"	"90.84"	"196.06"	"196.04"	"196.07"	"843.01"	"837.42"	"839.06"	"75.92"	"75.8"	"75.51"	"1226.02"	"1227.63"	"1228.29"	"-438.44"	"-438.43"	"-438.42"	"-385.96"	"-385.85"	"-386.25"	"18.96"	"19.28"	"18.82"	"23.41"	"23.44"	"23.43"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.16"	"487.6"	"105.62"	"487.6"	"487.6"	"435.16"	"435.15"	"105.61"	"105.6"	"516.79"	"1045.23"	"1045.22"	"1045.22"	"463.46"	"463.44"	"463.45"	"516.79"	"516.78"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"461.89"	"110.59"	"461.88"	"484.5"	"484.5"	"461.89"	"484.5"	"110.6"	"110.58"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"18"	"598.4"	"598.4"	"598.4"	"275.67"	"340.62"	"340.61"	"340.61"	"275.67"	"275.67"	"-0.02"	"-0.32"	"-0.95"	"-0.95"	"-0.32"	"-0.95"	"-0.32"	"0.32"	"-0.02"	"-0.02"	"0.32"	"0.32"	"-0.87"	"-0.87"	"-0.87"	"89.96"	"89.96"	"89.96"	"0.3"	"0.3"	"0.3"	"0.56"	"0.56"	"0.56"	"91.17"	"91.16"	"91.17"	"196.15"	"196.14"	"196.15"	"634.02"	"628.43"	"630.08"	"76.67"	"76.54"	"76.22"	"1322"	"1323.05"	"1323.49"	"-436.06"	"-435.95"	"-435.9"	"-387.27"	"-387.1"	"-387.66"	"19.37"	"19.67"	"19.24"	"23.29"	"23.31"	"23.3"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.24"	"487.93"	"178.09"	"487.93"	"487.92"	"435.24"	"435.23"	"178.08"	"178.07"	"516.85"	"1042.48"	"1042.47"	"1042.48"	"535.87"	"535.86"	"535.87"	"516.85"	"516.84"	"0.74"	"-0.46"	"-0.46"	"0.48"	"0.74"	"-0.35"	"-0.46"	"0.48"	"0.74"	"-0.35"	"0.48"	"-0.35"	"461.96"	"183.06"	"461.95"	"484.57"	"484.56"	"461.96"	"484.57"	"183.06"	"183.05"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"19"	"598.52"	"598.52"	"598.52"	"275.69"	"339.92"	"339.91"	"339.91"	"275.69"	"275.68"	"-0.02"	"-0.46"	"-0.89"	"-0.89"	"-0.46"	"-0.89"	"-0.46"	"0.46"	"-0.02"	"-0.02"	"0.46"	"0.46"	"-0.87"	"-0.87"	"-0.87"	"89.98"	"89.98"	"89.97"	"0.34"	"0.33"	"0.33"	"0.77"	"0.77"	"0.77"	"90.99"	"90.99"	"91"	"196.37"	"196.36"	"196.37"	"428.23"	"422.45"	"424.15"	"75.54"	"75.42"	"75.14"	"1379.54"	"1380.13"	"1380.38"	"-436.49"	"-436.48"	"-436.47"	"-387.58"	"-387.38"	"-388.05"	"19.67"	"19.95"	"19.55"	"23.66"	"23.68"	"23.67"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"435.3"	"488.14"	"250.48"	"488.15"	"488.14"	"435.3"	"435.29"	"250.47"	"250.45"	"516.79"	"1039.72"	"1039.71"	"1039.72"	"608.22"	"608.19"	"608.21"	"516.8"	"516.79"	"0.74"	"-0.46"	"-0.46"	"0.48"	"0.74"	"-0.34"	"-0.46"	"0.48"	"0.74"	"-0.34"	"0.48"	"-0.34"	"462.01"	"255.45"	"462"	"484.53"	"484.52"	"462.01"	"484.52"	"255.46"	"255.43"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"20"	"598.49"	"598.49"	"598.49"	"275.65"	"339.74"	"339.73"	"339.73"	"275.65"	"275.65"	"-0.02"	"-0.49"	"-0.87"	"-0.87"	"-0.49"	"-0.87"	"-0.49"	"0.49"	"-0.02"	"-0.02"	"0.49"	"0.49"	"-0.87"	"-0.87"	"-0.87"	"89.98"	"89.98"	"89.98"	"0.39"	"0.37"	"0.38"	"0.88"	"0.87"	"0.87"	"90.99"	"90.99"	"90.99"	"196.38"	"196.38"	"196.38"	"372.22"	"370.12"	"370.77"	"75.36"	"75.32"	"75.21"	"1389.33"	"1389.51"	"1389.58"	"-436.41"	"-436.41"	"-436.41"	"-387.29"	"-386.92"	"-387.44"	"19.62"	"19.72"	"19.58"	"23.75"	"23.75"	"23.75"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"370.08"	"488.16"	"250.58"	"488.16"	"488.15"	"370.1"	"370.08"	"250.58"	"250.57"	"516.35"	"974.57"	"974.55"	"974.55"	"605.77"	"605.76"	"605.77"	"516.36"	"516.35"	"0.74"	"-0.46"	"-0.46"	"0.48"	"0.74"	"-0.34"	"-0.46"	"0.48"	"0.74"	"-0.34"	"0.48"	"-0.34"	"396.81"	"255.54"	"396.79"	"484.62"	"484.62"	"396.79"	"484.62"	"255.55"	"255.53"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"21"	"598.44"	"598.44"	"598.44"	"275.62"	"340.56"	"340.54"	"340.55"	"275.62"	"275.62"	"-0.02"	"-0.34"	"-0.94"	"-0.94"	"-0.34"	"-0.94"	"-0.34"	"0.34"	"-0.02"	"-0.02"	"0.34"	"0.34"	"-0.87"	"-0.87"	"-0.87"	"90.01"	"90.01"	"90"	"0.35"	"0.35"	"0.35"	"0.72"	"0.72"	"0.72"	"91.04"	"91.04"	"91.04"	"196.47"	"196.47"	"196.48"	"604.65"	"598.54"	"602.86"	"77.22"	"76.94"	"76.82"	"1332.2"	"1332.66"	"1333.76"	"-437.44"	"-437.41"	"-437.35"	"-385.18"	"-384.63"	"-385.42"	"19.22"	"19.36"	"18.88"	"22.97"	"23.02"	"22.99"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"369.97"	"487.93"	"178.13"	"487.93"	"487.91"	"369.98"	"369.97"	"178.12"	"178.11"	"516.39"	"977.28"	"977.26"	"977.27"	"533.37"	"533.36"	"533.36"	"516.39"	"516.38"	"0.74"	"-0.46"	"-0.46"	"0.48"	"0.74"	"-0.35"	"-0.46"	"0.48"	"0.74"	"-0.35"	"0.48"	"-0.35"	"396.7"	"183.08"	"396.69"	"484.65"	"484.64"	"396.7"	"484.65"	"183.09"	"183.08"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"22"	"598.39"	"598.39"	"598.39"	"275.64"	"341.45"	"341.43"	"341.45"	"275.64"	"275.64"	"-0.02"	"-0.15"	"-0.99"	"-0.99"	"-0.15"	"-0.99"	"-0.15"	"0.15"	"-0.02"	"-0.02"	"0.15"	"0.15"	"-0.87"	"-0.87"	"-0.87"	"89.96"	"89.96"	"89.95"	"0.3"	"0.3"	"0.3"	"0.45"	"0.44"	"0.44"	"90.88"	"90.88"	"90.88"	"195.9"	"195.89"	"195.91"	"849.01"	"843.1"	"847.29"	"76.75"	"76.42"	"76.28"	"1221.25"	"1222"	"1223.82"	"-440.03"	"-439.97"	"-439.86"	"-386.94"	"-386.36"	"-387.18"	"18.42"	"18.57"	"18.08"	"23.31"	"23.34"	"23.32"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"369.88"	"487.47"	"105.66"	"487.48"	"487.47"	"369.89"	"369.87"	"105.65"	"105.65"	"516.21"	"980.01"	"979.99"	"980"	"460.95"	"460.94"	"460.95"	"516.21"	"516.2"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"396.63"	"110.62"	"396.6"	"484.46"	"484.45"	"396.61"	"484.45"	"110.63"	"110.62"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"23"	"598.58"	"598.58"	"598.58"	"275.75"	"342.3"	"342.28"	"342.29"	"275.75"	"275.75"	"-0.01"	"0.05"	"-1"	"-1"	"0.05"	"-1"	"0.05"	"-0.05"	"-0.01"	"-0.01"	"-0.05"	"-0.05"	"-0.87"	"-0.87"	"-0.87"	"89.78"	"89.78"	"89.78"	"0.39"	"0.39"	"0.39"	"0.63"	"0.56"	"0.61"	"90.9"	"90.89"	"90.92"	"192.98"	"192.94"	"193.05"	"1080.72"	"1075.1"	"1079.05"	"76.36"	"75.93"	"75.75"	"1056.69"	"1057.71"	"1060.14"	"-442.79"	"-442.71"	"-442.55"	"-385.7"	"-385.68"	"-385.72"	"19.08"	"19.24"	"18.7"	"23.46"	"23.47"	"23.46"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"369.82"	"487.24"	"32.84"	"487.25"	"487.24"	"369.83"	"369.81"	"32.84"	"32.83"	"516.25"	"982.79"	"982.77"	"982.77"	"388.18"	"388.18"	"388.18"	"516.25"	"516.25"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"396.58"	"37.8"	"396.55"	"484.49"	"484.48"	"396.56"	"484.48"	"37.8"	"37.8"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
"kirkdefault"	"20201109006_kirkdefaultr3d"	"-"	"20201109"	"Pose"	"24"	"598.92"	"598.91"	"598.91"	"275.69"	"343.25"	"343.23"	"343.24"	"275.69"	"275.69"	"-0.01"	"0.24"	"-0.97"	"-0.97"	"0.24"	"-0.97"	"0.24"	"-0.24"	"-0.01"	"-0.01"	"-0.24"	"-0.24"	"-0.87"	"-0.87"	"-0.87"	"89.93"	"89.93"	"89.93"	"0.35"	"0.34"	"0.35"	"0.79"	"0.78"	"0.79"	"90.82"	"90.82"	"90.82"	"195.16"	"195.14"	"195.18"	"1266.15"	"1261.53"	"1264.8"	"75.82"	"75.47"	"75.32"	"859.03"	"860.25"	"863.18"	"-441.6"	"-441.59"	"-441.58"	"-378.02"	"-377.62"	"-378.18"	"19"	"19.15"	"18.64"	"23.57"	"23.59"	"23.57"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"370.04"	"487.05"	"-39.58"	"487.06"	"487.04"	"370.05"	"370.02"	"-39.6"	"-39.6"	"516.32"	"985.82"	"985.8"	"985.82"	"315.83"	"315.81"	"315.81"	"516.33"	"516.32"	"0.75"	"-0.46"	"-0.46"	"0.48"	"0.75"	"-0.35"	"-0.46"	"0.48"	"0.75"	"-0.35"	"0.48"	"-0.35"	"396.8"	"-34.63"	"396.77"	"484.56"	"484.54"	"396.79"	"484.55"	"-34.62"	"-34.64"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"6"
