"datagroup"	"dataset"	"subjectid"	"sessionid"	"scope type"	"scope"	"BASEXMax"	"BASEXMin"	"BASEXMean"	"BASEZMean"	"BASEYMax"	"BASEYMin"	"BASEYMean"	"BASEZMax"	"BASEZMin"	"BASEQ2Mean"	"BASEQ3Max"	"BASEQ0Mean"	"BASEQ0Min"	"BASEQ3Mean"	"BASEQ0Max"	"BASEQ3Min"	"BASEQ1Mean"	"BASEQ2Min"	"BASEQ2Max"	"BASEQ1Min"	"BASEQ1Max"	"DH_alpha1_SARAMax"	"DH_alpha1_SARAMin"	"DH_alpha1_SARAMean"	"DH_alpha2_SARAMean"	"DH_alpha2_SARAMax"	"DH_alpha2_SARAMin"	"DH_alpha3_SARAMax"	"DH_alpha3_SARAMin"	"DH_alpha3_SARAMean"	"DH_alpha4_SARAMax"	"DH_alpha4_SARAMin"	"DH_alpha4_SARAMean"	"DH_alpha5_SARAMean"	"DH_alpha5_SARAMin"	"DH_alpha5_SARAMax"	"DH_d1_SARAMean"	"DH_d1_SARAMin"	"DH_d1_SARAMax"	"DH_d4_SARAMax"	"DH_d4_SARAMin"	"DH_d4_SARAMean"	"DH_d5_SARAMax"	"DH_d5_SARAMean"	"DH_d5_SARAMin"	"DH_r1_SARAMin"	"DH_r1_SARAMean"	"DH_r1_SARAMax"	"DH_r2_SARAMin"	"DH_r2_SARAMean"	"DH_r2_SARAMax"	"DH_r3_SARAMean"	"DH_r3_SARAMax"	"DH_r3_SARAMin"	"DH_r4_SARAMean"	"DH_r4_SARAMax"	"DH_r4_SARAMin"	"DH_r5_SARAMin"	"DH_r5_SARAMax"	"DH_r5_SARAMean"	"Rot0Mean"	"Rot0Min"	"Rot0Max"	"Rot1Mean"	"Rot1Max"	"Rot1Min"	"Rot2Mean"	"Rot2Min"	"Rot2Max"	"Rot3Max"	"Rot3Mean"	"Rot3Min"	"Rot4Min"	"Rot4Max"	"Rot4Mean"	"Rot5Max"	"Rot5Min"	"Rot5Mean"	"TCPUR5eFitXMean"	"TCPUR5eFitZMean"	"TCPUR5eFitYMax"	"TCPUR5eFitZMax"	"TCPUR5eFitZMin"	"TCPUR5eFitXMax"	"TCPUR5eFitXMin"	"TCPUR5eFitYMean"	"TCPUR5eFitYMin"	"TCPPZMean"	"TCPPXMax"	"TCPPXMin"	"TCPPXMean"	"TCPPYMax"	"TCPPYMin"	"TCPPYMean"	"TCPPZMax"	"TCPPZMin"	"TCPQ2Mean"	"TCPQ1Max"	"TCPQ1Min"	"TCPQ0Mean"	"TCPQ2Min"	"TCPQ3Mean"	"TCPQ1Mean"	"TCPQ0Min"	"TCPQ2Max"	"TCPQ3Max"	"TCPQ0Max"	"TCPQ3Min"	"TCPUR5eXMax"	"TCPUR5eYMean"	"TCPUR5eXMin"	"TCPUR5eZMax"	"TCPUR5eZMin"	"TCPUR5eXMean"	"TCPUR5eZMean"	"TCPUR5eYMax"	"TCPUR5eYMin"	"TCPUR5ePZMax"	"TCPUR5ePXMax"	"TCPUR5ePZMean"	"TCPUR5ePYMean"	"TCPUR5ePYMin"	"TCPUR5ePYMax"	"TCPUR5ePXMean"	"TCPUR5ePXMin"	"TCPUR5ePZMin"	"Temperature0Mean"	"Temperature0Min"	"Temperature0Max"	"Temperature1Max"	"Temperature1Mean"	"Temperature1Min"	"Temperature2Min"	"Temperature2Mean"	"Temperature2Max"	"Temperature3Max"	"Temperature3Min"	"Temperature3Mean"	"Temperature4Min"	"Temperature4Max"	"Temperature4Mean"	"Temperature5Mean"	"Temperature5Max"	"Temperature5Min"	"TRIAL_INFO/cycle_nr"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"27"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"128.18"	"128.18"	"128.18"	"-94.62"	"-94.62"	"-94.62"	"116.31"	"116.31"	"116.31"	"-111.72"	"-111.72"	"-111.72"	"90.27"	"90.27"	"90.27"	"-38.18"	"-38.18"	"-38.18"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"370.06"	"540"	"-255.55"	"-255.55"	"-255.55"	"370.06"	"370.06"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"28"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"122.86"	"122.86"	"122.86"	"-88.29"	"-88.29"	"-88.29"	"110.16"	"110.16"	"110.16"	"-111.9"	"-111.9"	"-111.9"	"90.28"	"90.28"	"90.28"	"-32.87"	"-32.87"	"-32.87"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"370.06"	"540"	"-327.78"	"-327.78"	"-327.78"	"370.06"	"370.06"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"29"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"118.64"	"118.64"	"118.64"	"-81.45"	"-81.45"	"-81.45"	"102.6"	"102.6"	"102.6"	"-111.18"	"-111.18"	"-111.18"	"90.29"	"90.29"	"90.29"	"-28.66"	"-28.66"	"-28.66"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"370.06"	"540"	"-400"	"-400"	"-400"	"370.06"	"370.06"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"30"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"112.01"	"112.01"	"112.01"	"-87.09"	"-87.09"	"-87.09"	"108.9"	"108.9"	"108.9"	"-111.84"	"-111.84"	"-111.84"	"90.28"	"90.28"	"90.28"	"-22.02"	"-22.02"	"-22.02"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-400"	"-400"	"-400"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"31"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"115.68"	"115.68"	"115.68"	"-94.91"	"-94.91"	"-94.91"	"116.57"	"116.57"	"116.57"	"-111.69"	"-111.69"	"-111.69"	"90.27"	"90.27"	"90.27"	"-25.68"	"-25.68"	"-25.68"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-327.78"	"-327.78"	"-327.78"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"32"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"120.54"	"120.54"	"120.54"	"-102.52"	"-102.52"	"-102.52"	"122.85"	"122.85"	"122.85"	"-110.36"	"-110.36"	"-110.36"	"90.26"	"90.26"	"90.26"	"-30.53"	"-30.53"	"-30.53"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-255.55"	"-255.55"	"-255.55"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"33"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"127.08"	"127.08"	"127.08"	"-109.52"	"-109.52"	"-109.52"	"127.64"	"127.64"	"127.64"	"-108.14"	"-108.14"	"-108.14"	"90.25"	"90.25"	"90.25"	"-37.05"	"-37.05"	"-37.05"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-183.33"	"-183.33"	"-183.33"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"34"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"135.84"	"135.84"	"135.84"	"-115.18"	"-115.18"	"-115.18"	"130.86"	"130.86"	"130.86"	"-105.71"	"-105.71"	"-105.71"	"90.24"	"90.24"	"90.24"	"-45.8"	"-45.8"	"-45.8"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-111.11"	"-111.11"	"-111.11"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"35"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"147.15"	"147.15"	"147.15"	"-118.48"	"-118.48"	"-118.48"	"132.49"	"132.49"	"132.49"	"-104.04"	"-104.04"	"-104.04"	"90.23"	"90.23"	"90.23"	"-57.1"	"-57.1"	"-57.1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"-38.89"	"-38.89"	"-38.89"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"36"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"160.6"	"160.6"	"160.6"	"-118.61"	"-118.61"	"-118.61"	"132.55"	"132.55"	"132.55"	"-103.97"	"-103.97"	"-103.97"	"90.23"	"90.23"	"90.23"	"-70.54"	"-70.54"	"-70.54"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"33.33"	"33.33"	"33.33"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"37"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"174.79"	"174.79"	"174.79"	"-115.53"	"-115.53"	"-115.53"	"131.04"	"131.04"	"131.04"	"-105.54"	"-105.54"	"-105.54"	"90.24"	"90.24"	"90.24"	"-84.75"	"-84.75"	"-84.75"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"105.56"	"105.56"	"105.56"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"38"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"188.13"	"188.13"	"188.13"	"-110.02"	"-110.02"	"-110.02"	"127.94"	"127.94"	"127.94"	"-107.95"	"-107.95"	"-107.95"	"90.24"	"90.24"	"90.24"	"-98.1"	"-98.1"	"-98.1"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"177.78"	"177.78"	"177.78"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"39"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"199.65"	"199.65"	"199.65"	"-103.08"	"-103.08"	"-103.08"	"123.27"	"123.27"	"123.27"	"-110.21"	"-110.21"	"-110.21"	"90.26"	"90.26"	"90.26"	"-109.63"	"-109.63"	"-109.63"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"305.09"	"540"	"250"	"250"	"250"	"305.09"	"305.09"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"40"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"203.62"	"203.62"	"203.62"	"-111.16"	"-111.16"	"-111.16"	"128.63"	"128.63"	"128.63"	"-107.49"	"-107.49"	"-107.49"	"90.24"	"90.24"	"90.24"	"-113.59"	"-113.59"	"-113.59"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"250"	"250"	"250"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"41"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"190.13"	"190.13"	"190.13"	"-120.23"	"-120.23"	"-120.23"	"133.29"	"133.29"	"133.29"	"-103.09"	"-103.09"	"-103.09"	"90.23"	"90.23"	"90.23"	"-100.07"	"-100.07"	"-100.07"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"177.78"	"177.78"	"177.78"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"42"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"173.32"	"173.32"	"173.32"	"-127.97"	"-127.97"	"-127.97"	"136.25"	"136.25"	"136.25"	"-98.31"	"-98.31"	"-98.31"	"90.21"	"90.21"	"90.21"	"-83.24"	"-83.24"	"-83.24"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"105.56"	"105.56"	"105.56"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"43"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"154.71"	"154.71"	"154.71"	"-132.55"	"-132.55"	"-132.55"	"137.6"	"137.6"	"137.6"	"-95.07"	"-95.07"	"-95.07"	"90.21"	"90.21"	"90.21"	"-64.61"	"-64.61"	"-64.61"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"33.33"	"33.33"	"33.33"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"44"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"137.73"	"137.73"	"137.73"	"-132.36"	"-132.36"	"-132.36"	"137.55"	"137.55"	"137.55"	"-95.22"	"-95.22"	"-95.22"	"90.21"	"90.21"	"90.21"	"-47.63"	"-47.63"	"-47.63"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"-38.89"	"-38.89"	"-38.89"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"45"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"125.05"	"125.05"	"125.05"	"-127.46"	"-127.46"	"-127.46"	"136.08"	"136.08"	"136.08"	"-98.65"	"-98.65"	"-98.65"	"90.22"	"90.22"	"90.22"	"-34.97"	"-34.97"	"-34.97"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"-111.11"	"-111.11"	"-111.11"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"46"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"116.56"	"116.56"	"116.56"	"-119.56"	"-119.56"	"-119.56"	"132.99"	"132.99"	"132.99"	"-103.46"	"-103.46"	"-103.46"	"90.23"	"90.23"	"90.23"	"-26.5"	"-26.5"	"-26.5"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"-183.33"	"-183.33"	"-183.33"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
"kirkdefault"	"20201109007_kirkdefaultr3d"	"-"	"20201109"	"Pose5e"	"47"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"110.95"	"110.95"	"110.95"	"-110.45"	"-110.45"	"-110.45"	"128.2"	"128.2"	"128.2"	"-107.78"	"-107.78"	"-107.78"	"90.24"	"90.24"	"90.24"	"-20.92"	"-20.92"	"-20.92"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"540"	"240.12"	"540"	"-255.55"	"-255.55"	"-255.55"	"240.12"	"240.12"	"540"	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	"7"
